NO2(GT),PT08.S4(NO2),T,RH,AH,Day,Month,Hour,Weekday
183.0,1845.0,33.7,20.0,1.0275,15,7,18,3
175.0,1879.0,30.5,22.7,0.9763,15,7,19,3
193.0,1940.0,28.7,26.2,1.0144,15,7,20,3
140.0,1699.0,26.7,28.9,0.9981,15,7,21,3
128.0,1730.0,25.7,31.6,1.0285,15,7,22,3
100.0,1589.0,24.5,35.7,1.0807,15,7,23,3
97.0,1572.0,24.3,36.3,1.0852,16,7,0,4
67.0,1440.0,23.8,36.9,1.0748,16,7,1,4
58.0,1360.0,23.7,37.3,1.0759999999999998,16,7,2,4
45.0,1291.0,21.6,42.2,1.0762,16,7,4,4
62.0,1379.0,20.3,46.8,1.1,16,7,5,4
59.0,1384.0,20.7,45.9,1.1088,16,7,6,4
102.0,1819.0,20.5,47.7,1.1419,16,7,7,4
142.0,1701.0,32.8,25.2,1.2325,16,7,11,4
120.0,1578.0,36.5,16.7,1.0045,16,7,13,4
150.0,1606.0,37.5,14.3,0.9099,16,7,14,4
120.0,1473.0,38.0,15.5,1.0119,16,7,15,4
173.0,1648.0,38.1,16.5,1.0828,16,7,16,4
187.0,1881.0,32.4,21.5,1.0303,16,7,19,4
170.0,1937.0,30.3,25.6,1.0879,16,7,20,4
149.0,1762.0,28.5,27.8,1.0665,16,7,21,4
119.0,1686.0,25.7,33.5,1.0918,16,7,23,4
108.0,1673.0,24.7,36.9,1.1302,17,7,0,5
93.0,1581.0,23.6,39.2,1.1306,17,7,1,5
77.0,1552.0,22.2,43.0,1.1363,17,7,2,5
76.0,1415.0,21.3,45.9,1.1471,17,7,4,5
75.0,1546.0,21.1,46.9,1.1585,17,7,7,5
111.0,1628.0,22.8,43.0,1.1731,17,7,8,5
116.0,1633.0,25.0,38.3,1.198,17,7,9,5
138.0,1675.0,30.9,26.9,1.1835,17,7,10,5
94.0,1428.0,36.9,17.2,1.0576,17,7,12,5
91.0,1427.0,39.3,13.9,0.9715,17,7,13,5
60.0,1308.0,40.3,12.6,0.9302,17,7,14,5
66.0,1282.0,39.7,13.5,0.965,17,7,15,5
87.0,1435.0,41.1,13.1,1.0124,17,7,16,5
106.0,1512.0,40.1,14.9,1.0828,17,7,17,5
94.0,1464.0,37.4,17.0,1.0757,17,7,18,5
120.0,1496.0,31.7,21.6,0.9959,17,7,20,5
106.0,1475.0,29.7,24.2,0.9926,17,7,21,5
120.0,1644.0,26.8,29.9,1.0402,17,7,23,5
114.0,1591.0,25.8,33.0,1.0826,18,7,0,6
64.0,1447.0,24.3,38.1,1.1398,18,7,2,6
55.0,1338.0,23.3,39.5,1.1176,18,7,4,6
50.0,1355.0,21.1,45.6,1.1246,18,7,5,6
53.0,1395.0,21.3,45.5,1.1405,18,7,7,6
85.0,1417.0,22.6,31.0,0.8372,18,7,8,6
102.0,1519.0,25.7,34.8,1.1292,18,7,9,6
97.0,1481.0,31.6,23.8,1.0842,18,7,10,6
62.0,1263.0,37.9,15.0,0.9728,18,7,12,6
40.0,1234.0,40.2,12.3,0.8983,18,7,14,6
53.0,1325.0,40.1,13.6,0.9953,18,7,17,6
54.0,1374.0,37.6,16.4,1.0458,18,7,18,6
58.0,1399.0,33.9,20.3,1.0522,18,7,19,6
102.0,1635.0,29.0,27.0,1.063,18,7,22,6
55.0,1393.0,26.8,32.3,1.1235,19,7,1,0
51.0,1343.0,26.6,33.0,1.1338,19,7,2,0
50.0,1374.0,22.2,42.8,1.1317,19,7,4,0
75.0,1455.0,21.2,46.3,1.1501,19,7,5,0
165.0,1842.0,32.4,24.8,1.1886,19,7,10,0
159.0,1732.0,36.8,18.0,1.0945,19,7,11,0
159.0,1678.0,39.1,16.0,1.11,19,7,12,0
129.0,1523.0,41.4,13.8,1.0786,19,7,15,0
126.0,1533.0,40.5,14.9,1.114,19,7,16,0
149.0,1781.0,39.6,17.0,1.2064,19,7,17,0
200.0,1911.0,37.7,19.8,1.2715,19,7,18,0
174.0,1863.0,34.3,24.2,1.2857,19,7,19,0
135.0,1761.0,30.2,30.8,1.3008,19,7,21,0
96.0,1619.0,29.2,33.1,1.3202,19,7,23,0
94.0,1576.0,27.6,36.6,1.3319999999999999,20,7,0,1
79.0,1531.0,27.2,36.9,1.3147,20,7,1,1
166.0,2643.0,27.0,38.7,1.361,20,7,8,1
189.0,2238.0,29.4,33.6,1.3526,20,7,9,1
164.0,1747.0,38.1,18.5,1.2108,20,7,11,1
130.0,1615.0,39.8,16.0,1.1444,20,7,13,1
132.0,1625.0,42.8,12.3,1.0326,20,7,15,1
101.0,1544.0,41.4,14.2,1.1128,20,7,16,1
110.0,1753.0,34.7,23.3,1.2653,20,7,19,1
102.0,1644.0,30.9,29.0,1.275,20,7,21,1
112.0,1799.0,29.0,33.4,1.3149,20,7,23,1
89.0,1683.0,28.3,36.8,1.3906,21,7,0,2
73.0,1562.0,23.3,50.1,1.41,21,7,5,2
140.0,2405.0,25.8,42.2,1.3774,21,7,8,2
150.0,1951.0,28.1,37.3,1.3922,21,7,9,2
138.0,1571.0,38.9,15.9,1.0896,21,7,12,2
123.0,1561.0,40.4,15.0,1.1125,21,7,13,2
107.0,1537.0,42.0,14.2,1.1517,21,7,15,2
99.0,1576.0,41.6,14.5,1.1483,21,7,17,2
140.0,1813.0,39.6,18.8,1.3413,21,7,18,2
163.0,1998.0,36.1,25.5,1.4949,21,7,19,2
144.0,1914.0,33.3,29.9,1.5079,21,7,20,2
120.0,1917.0,30.1,35.8,1.5034,21,7,22,2
106.0,1839.0,28.9,39.1,1.537,21,7,23,2
70.0,1719.0,26.9,46.1,1.608,22,7,1,3
70.0,1595.0,23.8,55.4,1.6073,22,7,4,3
50.0,1527.0,24.9,50.6,1.5755,22,7,5,3
127.0,2388.0,24.7,50.9,1.5593,22,7,7,3
158.0,2003.0,28.1,42.0,1.5735,22,7,9,3
127.0,1735.0,37.3,22.9,1.4373,22,7,11,3
113.0,1559.0,42.8,14.3,1.2003,22,7,14,3
143.0,1654.0,44.3,13.0,1.183,22,7,15,3
157.0,1686.0,44.6,12.6,1.1684,22,7,16,3
170.0,1813.0,43.4,14.8,1.2882,22,7,17,3
187.0,1990.0,40.6,18.2,1.368,22,7,18,3
100.0,1838.0,30.4,35.4,1.5144,22,7,22,3
105.0,1887.0,29.4,38.7,1.5581,22,7,23,3
107.0,1917.0,28.6,38.7,1.4921,23,7,0,4
72.0,1658.0,27.7,40.5,1.4835,23,7,1,4
59.0,1544.0,28.0,39.8,1.4803,23,7,2,4
59.0,1707.0,25.1,46.5,1.4615,23,7,6,4
95.0,2116.0,24.5,48.3,1.4593,23,7,7,4
120.0,2283.0,26.6,42.8,1.4675,23,7,8,4
133.0,2141.0,29.0,37.6,1.4866,23,7,9,4
133.0,1925.0,34.2,28.5,1.5071,23,7,10,4
132.0,1784.0,40.1,17.5,1.2721,23,7,12,4
121.0,1621.0,41.9,15.2,1.2173,23,7,14,4
123.0,1622.0,43.1,13.8,1.1803,23,7,15,4
129.0,1638.0,42.8,13.8,1.1681,23,7,16,4
129.0,1746.0,41.1,16.5,1.2701,23,7,17,4
156.0,1990.0,38.7,20.3,1.3743,23,7,18,4
131.0,1971.0,35.8,24.1,1.3924,23,7,19,4
79.0,1634.0,30.1,33.9,1.4257,23,7,21,4
91.0,1831.0,28.5,38.4,1.4680000000000002,23,7,23,4
83.0,1785.0,27.0,42.8,1.5030000000000001,24,7,1,5
61.0,1597.0,24.6,52.2,1.5881,24,7,5,5
62.0,1586.0,24.4,50.5,1.5243,24,7,6,5
65.0,1715.0,25.2,49.1,1.5546,24,7,7,5
79.0,1829.0,26.6,50.8,1.7419,24,7,8,5
116.0,1883.0,32.7,34.5,1.6798,24,7,10,5
89.0,1686.0,36.6,26.5,1.599,24,7,11,5
53.0,1623.0,38.3,27.1,1.797,24,7,13,5
34.0,1488.0,35.4,32.4,1.837,24,7,14,5
38.0,1505.0,37.3,28.8,1.8087,24,7,15,5
62.0,1545.0,35.1,29.6,1.6452,24,7,17,5
88.0,1549.0,29.9,37.9,1.5745,24,7,19,5
70.0,1494.0,28.2,41.9,1.5776,24,7,20,5
53.0,1475.0,27.2,45.9,1.6316,24,7,21,5
57.0,1557.0,27.3,45.7,1.6308,24,7,22,5
73.0,1673.0,27.0,47.1,1.6573,24,7,23,5
83.0,1760.0,23.7,69.3,2.0042,25,7,0,6
52.0,1530.0,24.7,56.9,1.739,25,7,2,6
26.0,1463.0,24.1,59.6,1.7657,25,7,4,6
17.0,1458.0,22.5,69.1,1.8578,25,7,5,6
28.0,1476.0,23.4,64.4,1.835,25,7,6,6
29.0,1442.0,24.4,57.9,1.7476,25,7,7,6
37.0,1443.0,24.5,56.9,1.7225,25,7,8,6
31.0,1435.0,24.9,54.8,1.7063,25,7,9,6
50.0,1446.0,29.1,40.8,1.6203,25,7,13,6
37.0,1403.0,31.2,36.3,1.6217,25,7,16,6
51.0,1466.0,30.0,41.3,1.7259,25,7,17,6
90.0,1637.0,28.8,41.3,1.6164,25,7,19,6
86.0,1653.0,27.7,43.4,1.5833,25,7,21,6
88.0,1643.0,27.3,44.1,1.5751,25,7,22,6
68.0,1553.0,26.0,48.0,1.5882,26,7,1,0
48.0,1465.0,26.2,45.7,1.5324,26,7,2,0
22.0,1396.0,25.6,46.8,1.5111,26,7,4,0
59.0,1466.0,25.3,47.6,1.5159,26,7,5,0
116.0,1842.0,26.5,46.3,1.5768,26,7,7,0
109.0,1744.0,27.9,42.7,1.5754,26,7,8,0
98.0,1637.0,28.8,38.9,1.5184,26,7,9,0
97.0,1559.0,31.7,31.5,1.4487,26,7,10,0
97.0,1596.0,33.9,26.9,1.3964,26,7,11,0
92.0,1590.0,35.4,24.8,1.4017,26,7,13,0
76.0,1464.0,35.2,24.1,1.351,26,7,14,0
101.0,1546.0,35.4,23.8,1.3443,26,7,16,0
118.0,1651.0,34.6,23.5,1.2691,26,7,17,0
129.0,1931.0,33.0,28.2,1.3921,26,7,18,0
131.0,1763.0,32.5,27.9,1.3373,26,7,19,0
130.0,1697.0,30.5,29.9,1.2875,26,7,20,0
106.0,1616.0,29.1,33.1,1.3126,26,7,21,0
92.0,1549.0,28.4,35.8,1.3665,26,7,22,0
97.0,1613.0,27.7,37.9,1.3842,26,7,23,0
80.0,1511.0,28.3,35.5,1.3414,27,7,0,1
40.0,1479.0,27.1,38.6,1.3632,27,7,1,1
49.0,1466.0,25.8,40.9,1.3377,27,7,2,1
37.0,1402.0,25.1,42.3,1.3259999999999998,27,7,5,1
92.0,1621.0,23.1,48.8,1.3638,27,7,6,1
109.0,1600.0,29.3,31.0,1.2445,27,7,10,1
108.0,1572.0,31.2,26.6,1.192,27,7,11,1
90.0,1478.0,31.1,26.2,1.1619,27,7,12,1
81.0,1528.0,31.7,26.4,1.2153,27,7,13,1
87.0,1474.0,31.7,25.6,1.179,27,7,14,1
99.0,1470.0,32.8,22.2,1.0835,27,7,16,1
119.0,1577.0,32.4,22.4,1.0701,27,7,17,1
128.0,1602.0,31.4,22.7,1.0270000000000001,27,7,18,1
111.0,1536.0,28.4,24.7,0.9404,27,7,19,1
114.0,1479.0,27.7,24.2,0.882,27,7,20,1
100.0,1438.0,26.1,28.3,0.9456,27,7,21,1
77.0,1426.0,23.6,31.9,0.9195,28,7,1,2
65.0,1337.0,20.5,41.2,0.9802,28,7,4,2
74.0,1363.0,20.6,41.5,0.9982,28,7,5,2
83.0,1449.0,20.2,42.5,0.9949,28,7,6,2
96.0,1726.0,20.9,40.4,0.9884,28,7,7,2
120.0,2112.0,22.4,38.0,1.0201,28,7,8,2
147.0,1964.0,26.0,29.7,0.9831,28,7,9,2
148.0,1662.0,31.4,18.6,0.8398,28,7,10,2
91.0,1481.0,34.2,15.8,0.8371,28,7,11,2
94.0,1517.0,35.4,15.3,0.8649,28,7,12,2
92.0,1383.0,33.9,16.2,0.8454,28,7,14,2
111.0,1464.0,36.8,13.7,0.8335,28,7,16,2
166.0,1697.0,34.4,16.4,0.8761,28,7,17,2
143.0,1713.0,32.3,20.7,0.9875,28,7,19,2
102.0,1532.0,28.6,27.2,1.048,28,7,21,2
94.0,1528.0,27.6,27.4,0.9926,28,7,22,2
96.0,1472.0,26.3,29.0,0.9807,28,7,23,2
88.0,1518.0,25.4,30.1,0.9602,29,7,0,3
33.0,1276.0,25.7,30.9,1.0048,29,7,2,3
33.0,1265.0,23.9,34.4,1.0079,29,7,4,3
72.0,1488.0,21.2,41.2,1.0246,29,7,6,3
97.0,1850.0,21.6,40.9,1.0468,29,7,7,3
140.0,1809.0,26.8,29.5,1.0209,29,7,9,3
150.0,1586.0,34.4,16.6,0.8892,29,7,11,3
106.0,1484.0,36.4,16.8,1.0033,29,7,13,3
137.0,1601.0,38.6,16.1,1.0853,29,7,15,3
135.0,1600.0,37.4,18.1,1.1467,29,7,17,3
118.0,1641.0,29.7,28.1,1.1544,29,7,20,3
135.0,1752.0,28.5,32.1,1.2296,29,7,21,3
105.0,1754.0,26.3,45.6,1.5349,29,7,23,3
104.0,1720.0,25.7,46.1,1.5025,30,7,0,4
69.0,1551.0,23.5,51.3,1.4669999999999999,30,7,2,4
52.0,1494.0,23.0,52.2,1.4516,30,7,5,4
48.0,1504.0,23.0,49.9,1.3849,30,7,6,4
160.0,2186.0,26.8,46.6,1.6157,30,7,9,4
141.0,1722.0,34.8,26.0,1.4241,30,7,11,4
104.0,1628.0,36.1,24.8,1.4628,30,7,12,4
101.0,1610.0,37.7,21.8,1.3977,30,7,13,4
118.0,1580.0,36.9,21.8,1.3384,30,7,14,4
121.0,1564.0,39.1,18.7,1.2884,30,7,15,4
124.0,1554.0,39.3,18.9,1.318,30,7,16,4
127.0,1723.0,38.2,21.8,1.4312,30,7,17,4
137.0,1874.0,33.3,28.7,1.4454,30,7,19,4
135.0,1828.0,30.9,34.2,1.5064,30,7,20,4
118.0,1808.0,29.1,38.9,1.5384,30,7,21,4
111.0,1827.0,28.1,40.3,1.5086,30,7,22,4
56.0,1588.0,25.1,51.1,1.6044,31,7,2,5
37.0,1529.0,23.8,55.3,1.6068,31,7,4,5
49.0,1559.0,23.7,54.6,1.5823,31,7,5,5
71.0,1666.0,22.6,58.8,1.5903,31,7,6,5
71.0,1600.0,24.0,53.4,1.5748,31,7,7,5
86.0,1763.0,25.2,51.0,1.6131,31,7,8,5
125.0,1879.0,27.3,47.1,1.6807,31,7,9,5
160.0,1957.0,32.8,33.4,1.633,31,7,10,5
174.0,1895.0,36.0,28.0,1.6304,31,7,11,5
127.0,1611.0,39.8,20.5,1.4687,31,7,13,5
114.0,1423.0,38.1,22.0,1.4402,31,7,14,5
65.0,1418.0,40.0,20.0,1.4517,31,7,15,5
77.0,1467.0,40.4,19.8,1.4724,31,7,16,5
68.0,1452.0,39.1,20.7,1.4269999999999998,31,7,17,5
92.0,1554.0,37.3,24.3,1.5222,31,7,18,5
114.0,1704.0,31.8,34.5,1.5911,31,7,20,5
105.0,1817.0,30.1,37.7,1.5799,31,7,21,5
70.0,1724.0,25.7,50.7,1.6491,1,8,1,3
40.0,1637.0,25.1,53.9,1.689,1,8,2,3
26.0,1584.0,23.5,63.6,1.8223,1,8,4,3
21.0,1513.0,24.3,59.4,1.7838,1,8,5,3
30.0,1530.0,23.3,62.0,1.7547,1,8,6,3
21.0,1559.0,24.1,63.1,1.8619,1,8,7,3
35.0,1624.0,25.0,60.7,1.892,1,8,8,3
48.0,1638.0,32.4,37.3,1.7808,1,8,10,3
42.0,1270.0,38.1,18.5,1.2141,1,8,14,3
84.0,1379.0,38.5,19.8,1.3259999999999998,1,8,17,3
95.0,1584.0,33.1,32.7,1.62,1,8,19,3
77.0,1667.0,30.7,38.7,1.6780000000000002,1,8,20,3
85.0,1655.0,29.5,42.7,1.7316,1,8,21,3
83.0,1736.0,27.8,52.6,1.9398,1,8,22,3
88.0,1798.0,27.4,55.5,1.9998,1,8,23,3
68.0,1775.0,27.3,57.1,2.0426,2,8,0,6
97.0,1573.0,26.7,60.1,2.0669999999999997,2,8,1,6
51.0,1542.0,26.2,61.6,2.0575,2,8,2,6
5.0,1418.0,25.5,61.8,1.9831,2,8,4,6
35.0,1504.0,25.1,62.4,1.9602,2,8,5,6
56.0,1650.0,24.6,62.7,1.9158,2,8,6,6
110.0,1947.0,25.7,58.9,1.9156,2,8,7,6
115.0,1774.0,32.7,36.9,1.7953,2,8,10,6
119.0,1781.0,34.0,32.7,1.7146,2,8,11,6
107.0,1761.0,35.6,29.2,1.6684,2,8,12,6
99.0,1635.0,37.1,25.6,1.5868,2,8,13,6
95.0,1636.0,36.1,26.4,1.5505,2,8,14,6
117.0,1636.0,38.0,22.2,1.4483,2,8,16,6
157.0,1731.0,36.9,22.7,1.3887,2,8,17,6
173.0,1801.0,35.5,25.7,1.4626,2,8,18,6
91.0,1733.0,28.8,43.5,1.6989,2,8,21,6
98.0,1746.0,28.0,46.2,1.7209999999999999,2,8,22,6
74.0,1692.0,26.4,52.2,1.7708,3,8,0,0
50.0,1640.0,26.2,52.3,1.7561,3,8,1,0
36.0,1469.0,27.1,47.4,1.6809,3,8,2,0
55.0,1459.0,25.8,50.9,1.6605,3,8,4,0
86.0,1456.0,27.2,47.2,1.6803,3,8,5,0
137.0,1503.0,27.0,48.3,1.6946,3,8,6,0
185.0,2068.0,29.1,45.5,1.7998,3,8,9,0
173.0,1965.0,32.8,36.9,1.8030000000000002,3,8,10,0
158.0,1788.0,34.7,32.1,1.7409999999999999,3,8,11,0
111.0,1779.0,35.1,32.4,1.7996,3,8,13,0
114.0,1718.0,35.4,30.9,1.7505,3,8,14,0
109.0,1675.0,36.5,28.7,1.7256,3,8,15,0
134.0,1854.0,35.5,28.9,1.6468,3,8,18,0
92.0,1798.0,28.8,48.9,1.9105,3,8,21,0
97.0,1821.0,28.8,48.8,1.9039,3,8,22,0
111.0,1835.0,28.0,49.0,1.8237,3,8,23,0
89.0,1751.0,27.5,51.5,1.8664,4,8,0,3
87.0,1717.0,27.3,51.5,1.844,4,8,1,3
69.0,1658.0,26.7,53.3,1.8366,4,8,2,3
115.0,1731.0,35.8,28.7,1.6626,5,8,11,5
86.0,1567.0,38.3,24.5,1.6219999999999999,5,8,13,5
84.0,1541.0,34.2,30.8,1.6299,5,8,14,5
102.0,1700.0,23.9,69.1,2.0202,5,8,16,5
99.0,1801.0,21.6,78.5,1.994,5,8,18,5
101.0,1721.0,20.8,80.9,1.9637,5,8,20,5
92.0,1623.0,20.7,81.8,1.9717,5,8,21,5
70.0,1594.0,23.1,70.1,1.9582,5,8,22,5
72.0,1619.0,22.7,68.4,1.8627,5,8,23,5
80.0,1685.0,22.1,72.6,1.9105,6,8,0,1
71.0,1691.0,21.8,74.1,1.915,6,8,1,1
69.0,1616.0,21.9,72.8,1.8944,6,8,2,1
56.0,1760.0,21.9,74.9,1.9396,6,8,6,1
84.0,2191.0,22.5,74.9,2.019,6,8,8,1
97.0,2033.0,24.5,66.2,2.0011,6,8,9,1
107.0,1974.0,25.6,61.2,1.9808,6,8,10,1
117.0,2000.0,29.3,48.4,1.9367,6,8,11,1
120.0,1911.0,33.5,36.0,1.8395,6,8,12,1
110.0,1730.0,35.6,29.8,1.7045,6,8,13,1
104.0,1742.0,33.7,33.4,1.7186,6,8,14,1
110.0,1715.0,34.1,33.3,1.7509,6,8,15,1
111.0,1834.0,31.5,43.5,1.9797,6,8,16,1
64.0,1649.0,32.5,40.6,1.9481,6,8,17,1
92.0,1873.0,29.8,45.2,1.8642,6,8,18,1
116.0,1886.0,26.4,54.6,1.8459,6,8,20,1
94.0,1760.0,25.5,58.0,1.8611,6,8,21,1
77.0,1723.0,25.1,59.9,1.8797,6,8,22,1
62.0,1755.0,23.8,65.0,1.8897,7,8,0,3
49.0,1530.0,21.9,67.1,1.7414,7,8,4,3
45.0,1507.0,23.6,61.2,1.7588,7,8,5,3
43.0,1608.0,22.9,62.6,1.7253,7,8,7,3
51.0,1705.0,23.3,61.8,1.7504,7,8,8,3
84.0,1838.0,25.4,56.2,1.7961,7,8,9,3
96.0,1782.0,30.6,41.9,1.8104,7,8,10,3
54.0,1390.0,35.1,25.2,1.402,7,8,14,3
56.0,1431.0,38.1,21.1,1.3863,7,8,15,3
67.0,1577.0,36.8,29.5,1.8037,7,8,17,3
95.0,1643.0,34.9,33.4,1.8384,7,8,18,3
93.0,1649.0,29.7,41.7,1.7081,7,8,20,3
68.0,1589.0,27.7,47.4,1.7344,7,8,21,3
95.0,1751.0,27.3,49.4,1.7602,7,8,22,3
93.0,1768.0,26.3,51.3,1.7251,7,8,23,3
55.0,1571.0,25.4,55.1,1.7628,8,8,1,6
39.0,1548.0,24.9,57.3,1.7822,8,8,2,6
29.0,1532.0,23.8,61.3,1.7881,8,8,5,6
36.0,1518.0,23.4,61.7,1.7495,8,8,6,6
38.0,1506.0,24.3,58.4,1.7508,8,8,7,6
47.0,1585.0,25.1,56.6,1.7798,8,8,8,6
64.0,1621.0,27.3,51.3,1.835,8,8,9,6
64.0,1649.0,27.6,52.4,1.9055,8,8,11,6
79.0,1695.0,25.4,68.0,2.1806,8,8,12,6
45.0,1543.0,32.2,40.3,1.8999,8,8,13,6
30.0,1433.0,31.6,38.9,1.7838,8,8,14,6
37.0,1488.0,35.1,32.1,1.7841,8,8,16,6
46.0,1479.0,35.0,31.1,1.7173,8,8,17,6
54.0,1491.0,33.8,32.1,1.6596,8,8,18,6
79.0,1634.0,29.0,46.1,1.8141,8,8,20,6
98.0,1702.0,28.1,50.6,1.8969,8,8,21,6
93.0,1791.0,27.1,54.7,1.9284,8,8,22,6
89.0,1744.0,26.6,56.4,1.9349,8,8,23,6
57.0,1662.0,25.8,60.4,1.9759,9,8,0,2
39.0,1605.0,24.9,63.5,1.9647,9,8,2,2
46.0,1583.0,23.2,68.0,1.9045,9,8,5,2
55.0,1727.0,23.2,67.5,1.899,9,8,6,2
63.0,2005.0,24.3,63.3,1.8929,9,8,7,2
39.0,1751.0,31.8,38.9,1.8005,9,8,10,2
71.0,1567.0,33.9,32.3,1.6809,9,8,14,2
72.0,1617.0,34.4,31.9,1.7005,9,8,15,2
95.0,1685.0,29.8,41.7,1.7167,9,8,20,2
74.0,1742.0,28.8,45.9,1.7884,9,8,21,2
66.0,1765.0,27.5,54.4,1.9705,9,8,23,2
49.0,1680.0,27.4,55.0,1.9827,10,8,0,4
29.0,1567.0,28.1,51.6,1.9269,10,8,1,4
11.0,1535.0,26.3,56.5,1.9027,10,8,2,4
25.0,1559.0,24.4,63.6,1.9218,10,8,4,4
42.0,1742.0,23.4,65.7,1.8719999999999999,10,8,6,4
81.0,1939.0,28.5,48.5,1.8607,10,8,9,4
90.0,1909.0,33.6,35.7,1.8229,10,8,10,4
95.0,1777.0,36.5,28.9,1.7359,10,8,11,4
86.0,1607.0,39.0,23.7,1.6346,10,8,12,4
88.0,1566.0,39.8,25.4,1.8213,10,8,16,4
96.0,1725.0,38.8,24.7,1.6772,10,8,18,4
79.0,1766.0,34.7,35.9,1.9528,10,8,19,4
67.0,1801.0,32.3,43.6,2.07,10,8,20,4
62.0,1757.0,30.7,48.1,2.0821,10,8,21,4
64.0,1823.0,29.5,50.6,2.0492,10,8,22,4
63.0,1816.0,28.8,52.0,2.0297,10,8,23,4
36.0,1665.0,26.7,60.7,2.0977,11,8,2,0
42.0,1768.0,26.1,63.7,2.117,11,8,6,0
51.0,1904.0,27.9,56.5,2.0895,11,8,8,0
67.0,1819.0,33.6,41.0,2.0995,11,8,10,0
68.0,1782.0,35.1,38.1,2.1144,11,8,11,0
47.0,1620.0,38.0,30.7,2.0022,11,8,13,0
46.0,1576.0,36.6,30.8,1.8617,11,8,14,0
65.0,1607.0,38.7,25.8,1.7426,11,8,16,0
69.0,1691.0,37.4,29.9,1.8848,11,8,17,0
63.0,1672.0,36.2,31.1,1.8371,11,8,18,0
69.0,1760.0,33.8,34.5,1.7788,11,8,19,0
57.0,1701.0,31.4,40.7,1.8377,11,8,20,0
59.0,1728.0,30.8,45.0,1.9733,11,8,21,0
46.0,1727.0,27.3,57.8,2.0646,12,8,0,2
62.0,1638.0,25.9,64.5,2.1247,12,8,2,2
25.0,1561.0,26.7,61.0,2.101,12,8,4,2
65.0,2019.0,27.5,60.1,2.1719,12,8,8,2
61.0,1712.0,33.4,39.9,2.0177,12,8,10,2
65.0,1717.0,33.2,39.2,1.9642,12,8,11,2
58.0,1597.0,37.1,30.5,1.8962,12,8,13,2
56.0,1579.0,35.9,32.1,1.8697,12,8,14,2
60.0,1582.0,37.3,28.0,1.7537,12,8,15,2
69.0,1567.0,38.1,26.3,1.7252,12,8,16,2
79.0,1653.0,35.2,31.2,1.7485,12,8,18,2
86.0,1702.0,32.1,38.7,1.819,12,8,19,2
79.0,1697.0,30.3,45.1,1.9129,12,8,20,2
67.0,1691.0,29.3,50.2,2.0127,12,8,21,2
65.0,1657.0,28.6,53.7,2.0691,12,8,22,2
62.0,1736.0,27.4,59.4,2.1395,13,8,0,4
48.0,1688.0,27.2,59.3,2.1059,13,8,1,4
33.0,1557.0,26.7,61.0,2.1005,13,8,2,4
11.0,1485.0,25.4,63.1,2.0184,13,8,4,4
34.0,1499.0,26.1,60.3,2.012,13,8,5,4
80.0,1806.0,26.0,61.9,2.0511,13,8,7,4
86.0,1818.0,27.0,57.5,2.0183,13,8,8,4
93.0,1704.0,33.4,35.1,1.781,13,8,10,4
109.0,1573.0,35.7,29.0,1.6716,13,8,11,4
89.0,1537.0,35.8,27.7,1.6041,13,8,12,4
71.0,1490.0,36.3,27.4,1.6264,13,8,13,4
68.0,1332.0,35.2,20.5,1.1418,13,8,15,4
61.0,1382.0,35.0,22.4,1.2371,13,8,16,4
70.0,1400.0,34.0,25.2,1.314,13,8,17,4
76.0,1465.0,32.0,28.2,1.3204,13,8,18,4
78.0,1511.0,29.4,34.4,1.3899,13,8,19,4
80.0,1538.0,28.1,41.1,1.535,13,8,20,4
71.0,1528.0,26.9,47.5,1.6595,13,8,21,4
74.0,1534.0,26.6,50.4,1.724,13,8,22,4
78.0,1570.0,25.4,54.6,1.7483,14,8,0,5
42.0,1442.0,25.1,55.3,1.733,14,8,2,5
27.0,1426.0,25.2,55.0,1.7405,14,8,4,5
29.0,1445.0,25.6,53.5,1.7291,14,8,5,5
41.0,1471.0,24.7,55.9,1.7114,14,8,6,5
61.0,1639.0,24.0,57.2,1.6835,14,8,7,5
68.0,1626.0,25.0,53.2,1.663,14,8,8,5
52.0,1551.0,31.6,35.5,1.6269,14,8,10,5
51.0,1496.0,35.3,27.6,1.5512,14,8,12,5
53.0,1413.0,36.2,24.1,1.4235,14,8,13,5
44.0,1339.0,38.2,19.6,1.2915,14,8,15,5
48.0,1402.0,38.9,20.3,1.382,14,8,16,5
46.0,1438.0,36.9,27.1,1.6683,14,8,17,5
56.0,1546.0,35.2,32.1,1.7898,14,8,18,5
85.0,1633.0,29.8,41.8,1.7269,14,8,20,5
72.0,1590.0,28.2,45.9,1.7272,14,8,21,5
53.0,1562.0,27.1,48.2,1.7075,14,8,22,5
37.0,1475.0,26.1,50.8,1.6917,15,8,0,6
34.0,1479.0,25.7,52.5,1.7077,15,8,1,6
27.0,1457.0,22.4,62.2,1.6648,15,8,4,6
27.0,1443.0,22.5,61.8,1.6654,15,8,5,6
27.0,1414.0,22.7,59.2,1.6139,15,8,6,6
28.0,1425.0,23.0,58.4,1.6223,15,8,7,6
36.0,1457.0,23.9,56.3,1.6489,15,8,8,6
59.0,1562.0,26.3,50.1,1.6889,15,8,9,6
70.0,1531.0,35.8,25.7,1.4861,15,8,11,6
17.0,1312.0,37.3,20.5,1.286,15,8,13,6
14.0,1209.0,36.3,18.4,1.0976,15,8,14,6
60.0,1291.0,33.8,21.9,1.1303,15,8,18,6
